Candidate Name,Office,Region,Question Order,Question,Answer,URL
Jerrod Sessler,U.S. House District 4,United States,3,What areas of public policy are you personally passionate about?,Jerrod will defend our natural rights as given by God and will ensure that our government remembers that it operates at the consent of the people. He believes that we should not be competing with the government nor should the government take an authoritarian or any other oppressive role over any American person(s).,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,4,"Who do you look up to? Whose example would you like to follow, and why?","Jesus is a great mentor and a wonderful person to ponder because he mastered the art of worshipping no other god or idol other than His father, the one, true, and only God. RC Sproul is Jerrod's teaching mentor because he had the wonderful ability of taking his readers back in time to the place under discussion.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,5,"Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?",Every American should begin by getting a copy of the Declaration of Independence and the US Constitution. Each person should also read their state constitution and everyone would benefit from some basic education on how the government was designed to work and an interpretation of the constitution.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,6,What characteristics or principles are most important for an elected official?,Personal liberty as it is defined in the constitution.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,7,What qualities do you possess that you believe would make you a successful officeholder?,"Tenacity, Integrity, Commitment, Loyalty, Resolve, Focus, Strength, Heart",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,8,What do you believe are the core responsibilities for someone elected to this office?,To protect and defend the constitution.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,9,What legacy would you like to leave?,A great story that my wife and kids know of a man that was a great father and a wonderful husband that invested his life in a Jesus-First philosophy.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,10,What is the first historical event that happened in your lifetime that you remember? How old were you at the time?,"Apollo Missions 9, 10, 11 & 12 all launched and returned in the year Jerrod Sessler was born, 1969. Jerrod recalls sitting in school and being told that President Reagan had been shot in March of 1981. He was 11 years old at the time.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,11,What was your very first job? How long did you have it?,Jerrod started out delivering newspapers when he was just 9 years old and he did that job for several years.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,12,What is your favorite book? Why?,"The Bible. Specifically, the book of Romans. Even more specific, Romans 12. The bible is a great handbook for life. Many other books have used biblical principles and are great works but the Bible is the foundation. Romans 12 is a wonderful life chapter as it covers a lot of ground where many a man has slipped.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,13,"If you could be any fictional character, who would you want to be?",Richard Collier from Somewhere In Time.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,14,What was the last song that got stuck in your head?,America The Beautiful,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,15,What is something that has been a struggle in your life?,"Jerrod was abandoned many times at a young age. He experienced 5 step-fathers during his upbringing and each had a different form of abuse. As a youngster, Jerrod was picked on but that emboldened him to be strong and courageous which has helped him to become a better leader and like Joseph, Jerrod often feels compassion for those that attack him.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,16,What qualities does the U.S. House of Representatives possess that makes it unique as an institution?,"Representatives are intended to be a body of people that represent the people. The terms are short and the criteria are purposefully broad so that nearly every citizen is eligible once they achieve the appropriate age. The house is the countries bookkeeper and treasurer, or, at least it is supposed to be. If we do not operate within the budget then it is the result of the failure of the Ways and Means committee associated with the House of Representatives.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,17,Do you believe that it's beneficial for representatives to have previous experience in government or politics?,"It can help but it is not necessary. Jerrod feels that people should take their own time to learn how the government works using tools like Hillsdale College, PragerU, and others. It is certainly great to have strong leadership experience. But, it is not required that someone has served in a political office.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,18,What do you perceive to be the United States' greatest challenges as a nation over the next decade?,Strengthening the populations understanding of their natural rights and their resolve to defend themselves again the theft of those natural rights.,https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,19,"If you are not a current representative, are there certain committees that you would want to be a part of?","Jerrod seeks to be part of committees with influence over appropriations, agriculture, and veterans.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,20,Do you believe that two years is the right term length for representatives?,"Yes, two years is a sufficient term period of time for members of the House of Representatives.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,21,What are your thoughts on term limits?,"Jerrod has signed the term limit petition and supports term limits for Congress. Jerrod will remain in Congress as long as he is needed and will support signing term limits, and, searching for a great replacement for his seat when the time comes.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,22,"Is there a particular representative, past or present, whom you want to model yourself after?","Jim Jordan, Andy Biggs, Bob, Good, Randy Weber, Lauren Boebert, Louie Gohmert.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,23,"Both sitting representatives and candidates for office hear many personal stories from the residents of their district. Is there a story that you’ve heard that you found particularly touching, memorable, or impactful?","Jerrod very much enjoys his time in the district. One memorable experience was when he gathered with constituents in a rural area and they each grabbed a log in their front yard and sat under a tree for a couple of hours discussing the tension and stressors on and in America right now. Of course, the topics are often challenging but the biggest concert is the trampling of our liberty.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,24,Tell us your favorite joke.,"Q: When you throw a pumpkin up in the air, what does it come down? A: A squash",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,25,Do you believe that compromise is necessary or desirable for policymaking?,"Yes, it is part of the tension building into a two party system but both parties need to operate by a set of rules and with integrity for the system to work effectively.",https://ballotpedia.org/Jerrod_Sessler
Jerrod Sessler,U.S. House District 4,United States,26,The Constitution says that all bills for raising revenue must originate in the House. What role would this power play in your priorities if elected?,Jerrod feels that the government of the people should operate just like any business or home in America and that is with a budget that is within the scope of an allotment. What that means is that Jerrod believes that the government should have a budget and they should be required to stick to that budget except in wildly unforeseen circumstances.,https://ballotpedia.org/Jerrod_Sessler
Kevin Fagan,U.S. House District 5,United States,1,Who are you? Tell us about yourself.,"My name is Kevin Fagan. I’m a Gonzaga graduate, a downtown Spokane resident, a renter, a member of Gen Z, and have spent the last five years working to improve our community through climate and sustainability work. I currently work for Resource Synergy, and serve on the City of Spokane’s Climate Resilience and Sustainability board. I was born and raised in the Bay Area and since attending Gonzaga I have chosen to make a life here in the inland northwest with my fiancé. My decision to run for congress wasn’t a decision I made lightly. It was over the span of a year a friend prompted me to run, but why me? I have a 9-5, life is busy, I’m just like anybody else not a politician. But as time went on we would become increasingly worried about the state of our democracy. I still worked a 9-5, life is still busy, and I’ve never ran for elected office. The only thing that changed? I couldn’t continue to sit idly by and watch the world happen. That’s why I’m running for congress as a progressive Democrat because working class people in Eastern Washington deserve more, we deserve better. We deserve a representative for ALL Eastern Washingtonians, not just a select few special interests, corporate lobbyists, or big money groups. The campaign I’m running is a people powered, grassroots, campaign that doesn’t take corporate PAC money, money from AIPAC, or any other group. The only group of people I intend to be beholden to are the voter’s of Washington’s 5th congressional district.",https://ballotpedia.org/Kevin_Fagan
Kevin Fagan,U.S. House District 5,United States,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Medicare For All: affordable healthcare continues to fall further and further out of reach for the average American. Healthcare should serve the people, not shareholders. House Republicans voted to gut the Affordable Care Act (ACA), threatening the coverage of millions of Americans. Not only will I vote to reinstate subsidies for the ACA to immediately remedy skyrocketing healthcare costs, but I will also support a Medicare for All healthcare system because we can no longer tinker around the edges of a broken healthcare system. We must act.Restore Trust in Congress: I pledge to refuse all Corporate PAC/AIPAC money. My mission is to get congress working for voters again. Here’s how we’ll do it- First, we must end insider trading. I support banning members of congress and their families from holding or trading individual stocks. Second, we have to shut off the pipeline of politicians turned lobbyists. Third, I support enacting term limits on members of congress and Supreme Court justices to ensure that Washington D.C. remains a place for service, not a lifelong career. Lastly, getting big money out of politics is essential to a healthy democracy. That’s why I will support any effort to overturn SCOTUS’ Citizen’s United decision.Affordability at scale: Daily life has become increasingly unaffordable for working class families. A housing crisis continues to put first time homeownership out of reach for many, energy bulls are increasing rapidly, and grocery prices continue to skyrocket. It’s time to make government a partner in progress, not a roadblock. I’ll work to streamline regulations so we can build faster and more affordably- with good union jobs and real community investment. We need to urgently build more housing, infill housing located close to services, and diversify the kind of housing we build. We need to deploy and build clean affordable energy as well as invest in next-gen energy technologies to power our future.",https://ballotpedia.org/Kevin_Fagan
Kevin Fagan,U.S. House District 5,United States,3,What areas of public policy are you personally passionate about?,"I’m personally passionate about public healthcare. We are the only developed country in the world that doesn’t guarantee healthcare as a right to its citizens. Instead we allow corporations to price gouge us when it comes to our monthly premiums, just to have copious out of pocket expenditures when it comes time to make a claim, or a claim denied altogether. We, as the wealthiest nation in the history of the world, can do better.",https://ballotpedia.org/Kevin_Fagan
Kevin Fagan,U.S. House District 5,United States,4,What organizations or individuals have endorsed your campaign?,"Sarah Dixit, Spokane Council Member for District 1 Spokane County Dems Spokane County Young Dems Progressive Victories",https://ballotpedia.org/Kevin_Fagan
Michael McGarr,U.S. House District 5,United States,1,Who are you? Tell us about yourself.,"I am a centrist progressive. I have a bachelor's degree in political science, and I recently retired from a career in fact-based journalism.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"I promise to represent everyone in my district as I would want them to represent me: With honesty, integrity and an open mind. And no hypocrisy.Democrats and Republicans must work together on issues that move America forward, not hunker down in their corners and view the other half -- of the country -- as enemies who must be ignored or thwarted at every turn. We need progress, not a pendulum.I promise not to do the things I don't like others doing. In everything I do. When campaigning, I promise to speak to your intellect, not your emotions. I won't attack other candidates (although their legislative actions are fair topics). I won't spam the street corners with name-only posters, or fill mailboxes with glossy but fact-free mailers. No robocalls. I won't waste my money and your time on that.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,3,What areas of public policy are you personally passionate about?,"Medicare for all, moving away from fossil fuels, Supreme Court reform (term limits), protecting and strengthening our farmers.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,4,"Who do you look up to? Whose example would you like to follow, and why?","Barack Obama. He brought intelligence, dignity and elegance to the office. Plus, he was so much fun.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,5,What characteristics or principles are most important for an elected official?,Honesty. An open mind. Intellectual curiosity.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,6,What do you believe are the core responsibilities for someone elected to this office?,"To represent the interests of everyone in the district, not just the ones in their own party.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,7,What legacy would you like to leave?,That I left things better than I found them.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,8,What was your very first job? How long did you have it?,Camp counselor for summer camp. I was 16. I had it for the summer.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,9,What is something that has been a struggle in your life?,Public speaking. I'm a much better thinker than a talker.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,10,What qualities does the U.S. House of Representatives possess that makes it unique as an institution?,"Ideally, but there's not much now thanks to gerrymandering. But the way it was designed to be replenished every two years., to represent the current emotions of the country. The way bills start in this branch before moving through the other ones.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,11,What do you perceive to be the United States' greatest challenges as a nation over the next decade?,Healing our internal divide. Preparing for and dealing with climate change. Weaning ourselves off fossil fuels.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,12,Do you believe that compromise is necessary or desirable for policymaking?,"Absolutely! What we have now is one side claiming a razor-thing majority is a ""mandate"" and enacting laws and policies that completely ignore the other half of the country, only to see those changes undone a few years later. An eagle can't fly on only one wing.",https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,13,What organizations or individuals have endorsed your campaign?,None as of this writing.,https://ballotpedia.org/Michael_McGarr
Michael McGarr,U.S. House District 5,United States,14,What was the first historical event that happened in your lifetime that you remember?,"Bits and pieces of earlier ones, but I remember listening to the moon landing over the radio while the family was on vacation. It was fascinating.",https://ballotpedia.org/Michael_McGarr
Nate Powell,U.S. House District 5,United States,1,Who are you? Tell us about yourself.,"I was raised in Spokane's Logan neighborhood. My father was a Spokane Valley firefighter whose union salary lifted our family into the middle class. Two weeks after graduating high school, I enlisted in the Marine Corps, completing two deployments and teaching hand-to-hand combat. I returned home, attended college on the GI Bill, met my wife Paxton, and followed in my father's footsteps by becoming a union firefighter, where for 14 years I have served the same neighborhood I grew up in. Every shift gives me a front row seat to the collapse of the middle class: five overdoses in one day I can't bring back, families living in detached garages, neighbors rationing medications they can't afford. This is not the future I want to raise my daughter in, and I am done waiting for the politicians that got us here to get us out.",https://ballotpedia.org/Nate_Powell
Nate Powell,U.S. House District 5,United States,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"I am running for Congress because Eastern Washington families continue to work harder but are falling further and further behind. This isn’t by accident. Billionaires and corporations have spent decades writing the rules in their favor, rigging our economy, and buying the politicians who let them do it. No matter who we send to Congress, things keep getting worse for working families and better for them. I am a veteran, union firefighter, and a father – not a career politician. I'm running as an Independent because the parties aren’t fixing what’s broken and working families deserve representation that isn’t for sale.Working families are getting squeezed and our standards of living are falling further behind because billionaires and corporations have rigged our economy. I will stop giant corporations from buying up single-family homes, pass Medicare for All to eliminate insurance middlemen and cover everyone, stop unregulated data centers from spiking our electricity bills, restore Congressional oversight on tariffs, and vote to cut billions in taxpayer money spent on forever wars and corporate subsidies that inflate our debt and close the tax loopholes that allow those same corporations to avoid helping the working class pay it off.Congress must work to restore confidence in our government by getting money out of politics. I will ban insider stock trading by members of Congress, pass term limits, and work to overturn Citizens United to stop billionaires from buying elections. When special interests pour money into both parties and shape the rules to protect their influence, working people lose faith in the system. Only 2% of Congress comes from the working class, the rest are CEOs, lawyers, and career politicians. I want the working class to have a seat at the table, because we built it.",https://ballotpedia.org/Nate_Powell
Nate Powell,U.S. House District 5,United States,3,What areas of public policy are you personally passionate about?,"I'm passionate about policy that affects and unites the working class. While working people have been distracted fighting culture wars, billionaires have been fighting a class war – and they are winning. Healthcare, affordability, wages, and money in politics – these aren't left-right issues. They're top-bottom issues. I want the government to work for working people, not party bosses, big donors, or special interests.",https://ballotpedia.org/Nate_Powell
Nate Powell,U.S. House District 5,United States,4,What organizations or individuals have endorsed your campaign?,"Working Class Heroes Fund, Unrig Washington, Washington State Labor Council, Washington State Council of Fire Fighters, and more at www.NatePowellforCongress.com/endorsements/",https://ballotpedia.org/Nate_Powell
Richard Freudenberg,U.S. House District 5,United States,1,Who are you? Tell us about yourself.,"I have been honored to serve the people of Washington State and my country most of my adult life. I was born in Spokane. I attended Washington State University and graduated with a 4.0 GPA, summa cum laude. I then went to the University of Washington School of Law. After September 11, 2001, I wanted to serve. I joined the U.S. Air Force Judge Advocate General’s Corps in 2004, with assignments in-country and abroad. This included a deployment to Baghdad, Iraq in 2007 where I served on detainee detention reviews and insurgent prosecutions. I transitioned into the Washington Air National Guard at the 141st Air Refueling Wing from 2012 until I retired on May 1, 2026. I have been practicing law in the federal system for almost 22 years. I worked on international agreements, met with senior Iraqi officials, and prosecuted insurgents. I led a legal office of 102 personnel at one of the largest Department of Defense installations with an annual budget of $700 million supporting a population of 80,000 people with 8,000 personnel and 140,000 students. I led legal services for the Washington Air National Guard in Eastern Washington for almost 14 years. I know when the law is being followed and when it has been broken. Upon election, I can immediately start leading toward real solutions and to hold those that have violated the law accountable.",https://ballotpedia.org/Richard_Freudenberg
Richard Freudenberg,U.S. House District 5,United States,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Healthcare – No one should die because they do not have health insurance, but that is happening right now. That must change. That is why I support “Medicare for all”. We pay into Medicare our whole lives while simultaneously paying for private insurance or living without useful insurance. Low-income individuals should have access to Medicaid. I support expanding Medicaid to accommodate those individuals that cannot afford private insurance.Affordability – The cost of living is unaffordable for too many people. We have a severe housing shortage, rising housing costs, insufficient incomes, and an economy that is leaving too many in the cold and unemployed. I support labor unions to help ensure our working class has a livable wage and benefits. We need more housing, a lower cost of living, and a path to re-employment. I support a public works program where people can work in exchange for public assistance with training, job skill development, education, housing, food, and childcare assistance. The purpose of our social programs should be to return people to work. People need a hand up, not a handout.Government Leadership and Trust – Compliance with the rule of law is critical for our people and our economy. We need to know that our elected officials will act morally, ethically, and legally. Corruption hurts the people, our public trust, investment, and a stable business environment. Our people and businesses should not fear elected leaders. We need to strengthen ethical rules on our elected leaders and hold them and their employees that break the law accountable. They work for us.",https://ballotpedia.org/Richard_Freudenberg
Richard Freudenberg,U.S. House District 5,United States,3,What areas of public policy are you personally passionate about?,"Military Service - Our military personnel have been used as political pawns under the current administration. We need to support our military though leadership grounded in compliance with the rule of law, access to medical treatment when they are no longer on military orders, and timely line of duty determinations for our Guard and Reserves.",https://ballotpedia.org/Richard_Freudenberg
Richard Freudenberg,U.S. House District 5,United States,4,What organizations or individuals have endorsed your campaign?,Spokane County Democrats. 4th Legislative District Democrats.,https://ballotpedia.org/Richard_Freudenberg
Zac Rossi,U.S. House District 4,United States,1,Who are you? Tell us about yourself.,Do not vote for me. I am running to express my political opinions in the hopes that our elected representatives take action.,https://ballotpedia.org/Zac_Rossi
Zac Rossi,U.S. House District 4,United States,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Fix the national debt. Interest payments alone will soon consume the majority of our tax revenue. The root causes of an inefficient health care system, entitlements, and unrestrained government spending are the issues. These need to be addressed. Responsible tax reform must occur as well to restore fiscal stability.Abolish daylight savings timeAge and term limits for elected leaders",https://ballotpedia.org/Zac_Rossi
Zac Rossi,U.S. House District 4,United States,3,What areas of public policy are you personally passionate about?,Fiscal responsibility and accountability for elected leaders,https://ballotpedia.org/Zac_Rossi
Zac Rossi,U.S. House District 4,United States,4,What organizations or individuals have endorsed your campaign?,"My dog, Pepper.",https://ballotpedia.org/Zac_Rossi
Dave Larson,Supreme Court Justice Pos 5,Washington State,1,Who are you? Tell us about yourself.,"Judge Dave Larson is the only candidate in this race that has served as a judge. His 16 years as a judge and 23 years as a trial lawyer make him the best prepared and most qualified candidate for this position. He is rated ""Exceptionally Well-Qualified"" by multiple bar associations. He is a Washington native that has been living in South King County for the past 57 years. We desperately need his proven leadership on the Supreme Court. His leadership has been recognized statewide and nationwide because he develops solutions, solves problems, and has improved our courts. As a lawyer, his peers rated him as “AV Preeminent” through Martindale-Hubbell. This means that lawyers and judges felt that he deserved the highest possible rating which, ""is a testament to the fact that a lawyer's peers rank him...at the highest level of professional excellence."" Judge Larson is involved and highly respected in youth and adult civics education. He was a 2014 recipient of the Washington Judge’s Foundation Judge William Nevins Award, an award given to judges with a long-term commitment to youth education and public understanding of both the law and the role of the judiciary in American society. In addition, he was recognized as a “Hero” of Federal Way Public Schools in 2018 and again in 2022, and the readers of the local newspaper selected him as “Best Community Leader” in 2022. He is the recipient of numerous other awards and recognitions as well.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"The people of this state need Judge Larson. Crime is out of hand and the Supreme Court has been silent, and, in some cases, has made matters worse. As the only candidate who has actually been in the ""trenches,"" Judge Larson's innovative and effective approaches have been recognized statewide and nationwide. Many of his ideas have been adopted by the legislature. His common-sense strategy has earned support from judges, prosecutors, defense attorneys, police chiefs, sheriffs, mayors, legislators, and the very people who work directly with those suffering from addiction and untreated mental illness. His intellect, courage, and desire to stand up for what is right for our courts and communities are exactly what we need.Judge Larson has proven throughout his entire career that he will uphold our state and federal constitutions and the individual rights they protect. A vote for him will be a vote for the confidence we desperately need in our courts. Our state and nation are divided, and our Supreme Court has become too political. Judge Larson wants to make our Court the trusted institution it is supposed to be by bringing us together with trust and confidence. He has tried to unite us by reaching out to Democrats and Republicans, Labor and Business, and to citizens in Eastern and Western Washington because everyone deserves to have trust and confidence in our Supreme Court regardless of their political beliefs, economic status, or geographic location.Judge Larson has and will continue to follow our state and federal constitutions as written. He will not legislate from the bench. Our State Constitution is the best in the nation with strong protections for your rights that are worthy of being upheld as written. He has a proven record of standing up for your individual rights, even when not popular to do so, and we desperately need that leadership on our Court. Judge Larson will be a fair and impartial Justice. We need our courts to be a politically neutral forum that people can trust to be fair and impartial, and that requires someone to stand up and be willing to uphold the principles that build trust and confidence in our courts. Judge Larson is that someone, and he is that Justice.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,3,What areas of public policy are you personally passionate about?,"The response to the criminal justice crisis, public defender crisis, civics education, and how to properly structure government to best serve the people. Crime is a top priority; it is out of hand in our communities and the Supreme Court has been silent, and, in some cases, has only made matters worse. Judge Larson has worked closely with the legislature and local government and has been recognized statewide and nationwide for his common-sense and effective approaches to criminal justice. Finally, he created a presentation for members of the public called, ""How Freedom Works"" which teaches the fundamentals of freedom and government. He wants to use his position to improve how we govern ourselves in Washington State.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,4,"Who do you look up to? Whose example would you like to follow, and why?","My father, my football coach, and three lawyer mentors. My father showed me integrity and a solid work ethic and my football coach instilled an ""attitude makes the difference"" approach to life. My first lawyer mentor taught me how to be thorough, my second lawyer mentor taught me how to be tenacious, and my third lawyer mentor taught me how to control it.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,5,"Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?","The ""political philosophy"" of a judge should be that politics should have no place in the decisions made by a court. A liberal judge, a moderate judge, and a conservative judge should be able to make similar decisions about the law if they each adhere to the notion that politics are reserved for the legislative and executive branches, and not the courts. As stated above, I must respect and follow Art. I, Sec. 1, by recognizing that my role as a judge is that of a servant of the people; I am not a master of the people. I serve at the consent of the people and my primary job is to protect individual rights by making sure that the state and federal constitutions are followed by the legislative and executive branches. I recommend that people read the state and federal constitutions if they want to know what will be at the foundation of my decisions.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,6,What characteristics or principles are most important for an elected official?,"Needed characteristics for elected officials include humility, integrity, and a servant's heart. The reason those traits are important is because our form of government relies on elected officials to act as servants of the people, not masters of the people. The very first provision in our state constitution emphasizes the need for government officials to understand the nature of government and their role as servants. Art. I, Sec. 1 provides, ""All political power is inherent in the people, and governments derive their just powers from the consent of the governed, and are established to protect and maintain individual rights."" Many of the issues we face today are caused by the fact that too many people running for office are seeking power for themselves and the people who support them. In reality, our form of government relies on people seeking the responsibility of office; the responsibility to serve others.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,7,What qualities do you possess that you believe would make you a successful officeholder?,"Humility, integrity, and a strong sense of responsibility to the public. Too many people are motivated by seeking power in elected office. I am motivated by seeking responsibility in elected office. I will tell a story to demonstrate how I feel about elected office. I was with several high school students along with some other elected officials. One of the students asked, ""When did you feel closest to your position?"" The other elected officials talked about special projects, programs, laws that they passed, and other accomplishments within the scope of their official duties. When it got to me, I talked about being in the back of the line at a chili cook-off. A person I knew came up and spoke with me for a few minutes and called me ""judge"". When that person left, the person behind me said, ""You're a judge just cut up in front of the line."" I turned to the person and said, ""When I don't have my robe on, I'm like anybody else."" The reason I told the story to the students is to emphasize that my number one position is that of fellow citizen. I simply play a role in my position as judge, and I am no more special than anyone else. I am a servant, and not a master. These qualities should not be rare within government. I hope to bring that ethic to our state’s highest court.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,8,What do you believe are the core responsibilities for someone elected to this office?,The primary job of a Supreme Court Justice is to make legal decisions consistent with common sense and fairness that is achieved by complying with the meaning and purpose of the state and federal constitutions. Supreme Court Justices also need to act as leaders to support the lower courts and the proper administration of justice. The Supreme Court sets the rules and the tone for the lower courts (see response regarding court rules below).,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,9,What legacy would you like to leave?,I would like to have been known as someone who strived for a justice system that fulfilled its true purpose by delivering dignity and respect to all who enter the halls of justice.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,10,What is the first historical event that happened in your lifetime that you remember? How old were you at the time?,The assassination and funeral of President John F. Kennedy. I was five years old.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,11,What was your very first job? How long did you have it?,"Picking up litter on the freeway for the Washington State Department of Transportation as part of a program called ""Weekend Warriors."" It was every Saturday the Spring of my senior year in high school.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,12,What is your favorite book? Why?,Profiles in Courage by John F. Kennedy because it chronicles people who took tough stands in the face of adversity.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,13,"If you could be any fictional character, who would you want to be?","Superman because of ""Truth, Justice, and the American Way."" ""American Way"" was replaced with ""a Better Tomorrow"" in 2021, but we will have a better tomorrow if we follow the intended American way of valuing truth and justice.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,14,What was the last song that got stuck in your head?,"Adagio for Strings after recently seeing the movie, Platoon.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,15,What is something that has been a struggle in your life?,"Being resisted when I suggest change to people in positions of power, but I keep moving forward because I know in history that anytime positive meaningful change has occurred, somebody had to pay a price for suggesting the change. I'm not afraid to be that person.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,16,Are there any little-known powers or responsibilities held by this office that you believe more people should be aware of?,"The Supreme Court creates court rules for all courts in this state. Court rules set procedures used in courtroom proceedings, procedures used in discovery before court proceedings occur, rules affecting the admissibility of evidence at court proceedings, rules for pursuing appeals, rules for how trial courts are managed, ethics rules for lawyers, ethics rules for judges, and many other types of rules. These rules set the tone for the trial courts, for judges, for lawyers, and for the public who use our court system.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
